p4_page_id,p4b_page_id,url,title,short_description,vdid,paragraph_list,full_text,paragraph_1,paragraph_2,paragraph_3,paragraph_4,paragraph_5,paragraph_6,paragraph_7,paragraph_8,paragraph_9,paragraph_10,paragraph_11,paragraph_12,paragraph_13,paragraph_14,paragraph_15,paragraph_16,paragraph_17,paragraph_18,paragraph_19,paragraph_20,paragraph_21,paragraph_22,paragraph_23,paragraph_24,paragraph_25,paragraph_26
719159327112331008,719159327112331008,https://www.cnn.com/audio/podcasts/chasing-life/episodes/a89b071c-37bb-11ef-8219-835c44745028,Can Safety and Excitement Coexist in the NFL? -Chasing Life with Dr. Sanjay Gupta -Podcast on CNN Audio,"One of the most dangerous plays in football, the kickoff, is getting a makeover this year. The NFL introduced new rules aimed at reducing injuries while also making the game more exciting. Sanjay talks with Dr. Allen Sills, the NFL s Chief Medical Officer, about the future of football, how to balance safety with excitement, and what it s like to be brain doctors who love a dangerous game....6 PM ET: Campaigns battle for the airwaves, good news for homebuyers, voting from space more...6 PM ET Campaigns battle for the airwaves good news for homebuyers voting from space more...CNN NewsNight with ",2,"[""One of the most dangerous plays in football, the kickoff, is getting a makeover this year. The NFL introduced new rules aimed at reducing injuries while also making the game more exciting. Sanjay talks with Dr. Allen Sills, the NFL s Chief Medical Officer, about the future of football, how to balance safety with excitement, and what it s like to be brain doctors who love a dangerous game. "", ""6 PM ET: Campaigns battle for the airwaves, good news for homebuyers, voting from space more"", ""CNN NewsNight with Abby Phillip"", ""The Source with Kaitlan Collins"", ""Can Safety and Excitement Coexist in the NFL?"", ""One of the most dangerous plays in football"", "" the kickoff"", "" is getting a makeover this year. The NFL introduced new rules aimed at reducing injuries while also making the game more exciting. Sanjay talks with "", ""the NFLs Chief Medical Officer"", "" about the future of football"", "" how to balance safety with excitement"", "" and what its like to be brain doctors who love a dangerous game.""]","One of the most dangerous plays in football, the kickoff, is getting a makeover this year. The NFL introduced new rules aimed at reducing injuries while also making the game more exciting. Sanjay talks with Dr. Allen Sills, the NFL s Chief Medical Officer, about the future of football, how to balance safety with excitement, and what it s like to be brain doctors who love a dangerous game.  6 PM ET: Campaigns battle for the airwaves, good news for homebuyers, voting from space more CNN NewsNight with Abby Phillip The Source with Kaitlan Collins Can Safety and Excitement Coexist in the NFL? One of the most dangerous plays in football  the kickoff  is getting a makeover this year. The NFL introduced new rules aimed at reducing injuries while also making the game more exciting. Sanjay talks with  the NFLs Chief Medical Officer  about the future of football  how to balance safety with excitement  and what its like to be brain doctors who love a dangerous game.","One of the most dangerous plays in football, the kickoff, is getting a makeover this year. The NFL introduced new rules aimed at reducing injuries while also making the game more exciting. Sanjay talks with Dr. Allen Sills, the NFL s Chief Medical Officer, about the future of football, how to balance safety with excitement, and what it s like to be brain doctors who love a dangerous game. ","6 PM ET: Campaigns battle for the airwaves, good news for homebuyers, voting from space more",CNN NewsNight with Abby Phillip,The Source with Kaitlan Collins,Can Safety and Excitement Coexist in the NFL?,One of the most dangerous plays in football, the kickoff, is getting a makeover this year. The NFL introduced new rules aimed at reducing injuries while also making the game more exciting. Sanjay talks with ,the NFLs Chief Medical Officer, about the future of football, how to balance safety with excitement, and what its like to be brain doctors who love a dangerous game.,,,,,,,,,,,,,,
719159328426140855,719159328426140855,https://www.cnn.com/,"Breaking News, Latest News and Videos CNN","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com....A new twist in a turbulent race...A new twist in a turbulent race...A scandal consuming a Trump prot g could harm the ex president in the battleground sate of North Carolina...KFILE I m a black NAZI NC GOP nominee for governor made dozens of disturbing comments on porn forum... I m a black NAZI NC GOP nominee for governor made dozens of disturbing comments on porn forum",2,"[""View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com. "", ""A new twist in a turbulent race"", ""A scandal consuming a Trump prot g could harm the ex-president in the battleground sate of North Carolina"", ""KFILE I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum"", "" I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum"", ""Harris campaign highlights Trump s past praise for Mark Robinson as CNN report roils battleground North Carolina""]","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com.  A new twist in a turbulent race A scandal consuming a Trump prot g could harm the ex-president in the battleground sate of North Carolina KFILE I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum  I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum Harris campaign highlights Trump s past praise for Mark Robinson as CNN report roils battleground North Carolina","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com. ",A new twist in a turbulent race,A scandal consuming a Trump prot g could harm the ex-president in the battleground sate of North Carolina,KFILE I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum, I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum,Harris campaign highlights Trump s past praise for Mark Robinson as CNN report roils battleground North Carolina,,,,,,,,,,,,,,,,,,,,
719159329379435788,719159329379435788,https://www.cnn.com/2024/09/18/health/kids-cell-phones-sleep-study-wellness/index.html,These are the battles worth fighting with kids about their phones CNN,"New research is a reminder of practical ways to help kids avoid dangers of using phones, expert Kara Alaimo says, adding it should help parents sleep better, too.... Analysis by ,CNN... Analysis by CNN... Updated 2 12 PM EDT Wed September 18 2024...Being on a phone once in bed can be detrimental to a child sleep according to a new study ... Its a familiar struggle in many households trying to pry kids phones away before bedtime ",2,"[""New research is a reminder of practical ways to help kids avoid dangers of using phones, expert Kara Alaimo says, adding it should help parents sleep better, too. "", "" Analysis by ,CNN"", "" Updated 2:12 PM EDT"", "" Wed September 18"", "" 2024"", ""Being on a phone once in bed can be detrimental to a child sleep"", "" according to a new study."", "" Its a familiar struggle in many households: trying to pry kids phones away before bedtime."", "" The American Academy of Pediatrics that children not use screens in the hour before bed to ensure they sleep well. But for parents and guardians it can be near impossible to win this battle. The end of the day when school"", "" extracurricular activities and homework are (hopefully) finally done is the window that many kids have for downtime. They often wont give up their phones without a fight.""]","New research is a reminder of practical ways to help kids avoid dangers of using phones, expert Kara Alaimo says, adding it should help parents sleep better, too.   Analysis by ,CNN  Updated 2:12 PM EDT  Wed September 18  2024 Being on a phone once in bed can be detrimental to a child sleep  according to a new study.  Its a familiar struggle in many households: trying to pry kids phones away before bedtime.  The American Academy of Pediatrics that children not use screens in the hour before bed to ensure they sleep well. But for parents and guardians it can be near impossible to win this battle. The end of the day when school  extracurricular activities and homework are (hopefully) finally done is the window that many kids have for downtime. They often wont give up their phones without a fight.","New research is a reminder of practical ways to help kids avoid dangers of using phones, expert Kara Alaimo says, adding it should help parents sleep better, too. "," Analysis by ,CNN", Updated 2:12 PM EDT, Wed September 18, 2024,Being on a phone once in bed can be detrimental to a child sleep, according to a new study., Its a familiar struggle in many households: trying to pry kids phones away before bedtime., The American Academy of Pediatrics that children not use screens in the hour before bed to ensure they sleep well. But for parents and guardians it can be near impossible to win this battle. The end of the day when school, extracurricular activities and homework are (hopefully) finally done is the window that many kids have for downtime. They often wont give up their phones without a fight.,,,,,,,,,,,,,,,,
719159327377694627,719159327377694627,https://www.cnn.com/2024/09/19/sport/jay-emmanuel-thomas-arrested-cannabis-airport-spt-intl/index.html,"Jay Emmanuel-Thomas: Soccer player arrested in connection with almost $800,000 worth of cannabis seized at airport CNN","Jay Emmanuel-Thomas, a soccer player who used to play for Premier League giant Arsenal, has been arrested after $795,300 (600,000) worth of cannabis was seized at a British airport, the Carlisle Magistrates court confirmed to CNN....Jay Emmanuel-Thomas, a soccer player who used to play for Premier League giant Arsenal, has been arrested after $795,300 (600,000) worth of cannabis was seized at a British airport, the Carlisle Magistrates court confirmed to CNN. ... Published 11:59 AM EDT, Thu September 19, 2024... Published 11 59 AM EDT Thu September 19 2024...Jay Emmanuel Thomas is seen before ",2,"[""Jay Emmanuel-Thomas, a soccer player who used to play for Premier League giant Arsenal, has been arrested after $795,300 (600,000) worth of cannabis was seized at a British airport, the Carlisle Magistrates court confirmed to CNN. "", "" Published 11:59 AM EDT, Thu September 19, 2024"", ""Jay Emmanuel-Thomas is seen before playing Aberdeen game against Celtic in the Scottish Premiership at Pittodrie Stadium on October 3"", "" 2021."", "" Jay Emmanuel-Thomas"", "" a soccer player who used to play for Premier League giant Arsenal"", "" has been arrested after $795"", ""300 (600"", ""000) worth of cannabis was seized at a British airport"", "" the Carlisle Magistrates court confirmed to CNN."", "" The UKs National Crime Agency (NCA) that a 33-year-old man had been detained earlier that morning in Gourock"", "" Scotland"", "" on suspicion of orchestrating the attempted importation of cannabis through Londons Stansted Airport."", "" Emmanuel-Thomas who also used to feature for current Premier League side Ipswich Town currently plays for Scottish second-tier club"", "" Greenock Morton.""]","Jay Emmanuel-Thomas, a soccer player who used to play for Premier League giant Arsenal, has been arrested after $795,300 (600,000) worth of cannabis was seized at a British airport, the Carlisle Magistrates court confirmed to CNN.   Published 11:59 AM EDT, Thu September 19, 2024 Jay Emmanuel-Thomas is seen before playing Aberdeen game against Celtic in the Scottish Premiership at Pittodrie Stadium on October 3  2021.  Jay Emmanuel-Thomas  a soccer player who used to play for Premier League giant Arsenal  has been arrested after $795 300 (600 000) worth of cannabis was seized at a British airport  the Carlisle Magistrates court confirmed to CNN.  The UKs National Crime Agency (NCA) that a 33-year-old man had been detained earlier that morning in Gourock  Scotland  on suspicion of orchestrating the attempted importation of cannabis through Londons Stansted Airport.  Emmanuel-Thomas who also used to feature for current Premier League side Ipswich Town currently plays for Scottish second-tier club  Greenock Morton.","Jay Emmanuel-Thomas, a soccer player who used to play for Premier League giant Arsenal, has been arrested after $795,300 (600,000) worth of cannabis was seized at a British airport, the Carlisle Magistrates court confirmed to CNN. "," Published 11:59 AM EDT, Thu September 19, 2024",Jay Emmanuel-Thomas is seen before playing Aberdeen game against Celtic in the Scottish Premiership at Pittodrie Stadium on October 3, 2021., Jay Emmanuel-Thomas, a soccer player who used to play for Premier League giant Arsenal, has been arrested after $795,300 (600,000) worth of cannabis was seized at a British airport, the Carlisle Magistrates court confirmed to CNN., The UKs National Crime Agency (NCA) that a 33-year-old man had been detained earlier that morning in Gourock, Scotland, on suspicion of orchestrating the attempted importation of cannabis through Londons Stansted Airport., Emmanuel-Thomas who also used to feature for current Premier League side Ipswich Town currently plays for Scottish second-tier club, Greenock Morton.,,,,,,,,,,,
719159330719660519,719159330719660519,https://edition.cnn.com/?hpt=header_edition-picker,"Breaking News, Latest News and Videos CNN","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com....Israel striking targets in Lebanon after Hezbollah device blasts...Israel striking targets in Lebanon after Hezbollah device blasts...Hezbollah leader hints at retaliation after unprecedented attacks Israel says goal is to ensure citizens can return to homes in northern Israel...Middle East on the precipice again after Hezbollah leader vows retribution and Israel launches strikes Here s what we know...With little prospect for a deal Israel floats Sinwar exile proposal to Bide",2,"[""View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com. "", ""Israel striking targets in Lebanon after Hezbollah device blasts"", ""Hezbollah leader hints at retaliation after unprecedented attacks. Israel says goal is to ensure citizens can return to homes in northern Israel"", ""Middle East on the precipice again after Hezbollah leader vows retribution and Israel launches strikes. Here s what we know"", ""With little prospect for a deal Israel floats Sinwar exile proposal to Biden"", ""Analysis Hezbollah is on the backfoot. Here are the signs""]","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com.  Israel striking targets in Lebanon after Hezbollah device blasts Hezbollah leader hints at retaliation after unprecedented attacks. Israel says goal is to ensure citizens can return to homes in northern Israel Middle East on the precipice again after Hezbollah leader vows retribution and Israel launches strikes. Here s what we know With little prospect for a deal Israel floats Sinwar exile proposal to Biden Analysis Hezbollah is on the backfoot. Here are the signs","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com. ",Israel striking targets in Lebanon after Hezbollah device blasts,Hezbollah leader hints at retaliation after unprecedented attacks. Israel says goal is to ensure citizens can return to homes in northern Israel,Middle East on the precipice again after Hezbollah leader vows retribution and Israel launches strikes. Here s what we know,With little prospect for a deal Israel floats Sinwar exile proposal to Biden,Analysis Hezbollah is on the backfoot. Here are the signs,,,,,,,,,,,,,,,,,,,,
719159329284835817,719159329284835817,https://www.cnn.com/health/life-but-better/relationships,"Relationships: Life, But Better CNN","Relationship and parenting advice from Life, But Better, CNN s essential source for information that inspires and challenges us to lead better lives....Special needs trusts bring peace of mind to aging parents of children with disabilities...Special needs trusts bring peace of mind to aging parents of children with disabilities...Parents are not OK right now Heres what they can do...No longer babies some teens take to soiling the nest...How to cultivate the erotic thread that helps you stay connected to your romantic partner",2,"[""Relationship and parenting advice from Life, But Better, CNN s essential source for information that inspires and challenges us to lead better lives. "", ""Special needs trusts bring peace of mind to aging parents of children with disabilities"", ""Parents are not OK right now. Heres what they can do"", ""No longer babies"", "" some teens take to soiling the nest"", ""How to cultivate the erotic thread that helps you stay connected to your romantic partner"", ""Ghosting is usually a terrible thing to do. Heres when its OK""]","Relationship and parenting advice from Life, But Better, CNN s essential source for information that inspires and challenges us to lead better lives.  Special needs trusts bring peace of mind to aging parents of children with disabilities Parents are not OK right now. Heres what they can do No longer babies  some teens take to soiling the nest How to cultivate the erotic thread that helps you stay connected to your romantic partner Ghosting is usually a terrible thing to do. Heres when its OK","Relationship and parenting advice from Life, But Better, CNN s essential source for information that inspires and challenges us to lead better lives. ",Special needs trusts bring peace of mind to aging parents of children with disabilities,Parents are not OK right now. Heres what they can do,No longer babies, some teens take to soiling the nest,How to cultivate the erotic thread that helps you stay connected to your romantic partner,Ghosting is usually a terrible thing to do. Heres when its OK,,,,,,,,,,,,,,,,,,,
719159330854338336,719159330854338336,https://www.cnn.com/business/tech/foreseeable-future,Foreseeable Future CNN Business,"A conversation about the workplace revolution is just beginning. How hybrid offices, remote work, and office culture will evolve past the pandemic....Heres what you need to know about 5G...Heres what you need to know about 5G...Crypto experts explain how to regulate the industry...Novogratz on crypto volatility Investors now value identity...Mike Novogratz Crypto regulators should allow space for innovation",2,"[""A conversation about the workplace revolution is just beginning. How hybrid offices, remote work, and office culture will evolve past the pandemic. "", ""Heres what you need to know about 5G"", ""Crypto experts explain how to regulate the industry"", ""Novogratz on crypto volatility: Investors now value identity"", ""Mike Novogratz: Crypto regulators should allow space for innovation"", ""Why return to work is putting more of a burden on managers""]","A conversation about the workplace revolution is just beginning. How hybrid offices, remote work, and office culture will evolve past the pandemic.  Heres what you need to know about 5G Crypto experts explain how to regulate the industry Novogratz on crypto volatility: Investors now value identity Mike Novogratz: Crypto regulators should allow space for innovation Why return to work is putting more of a burden on managers","A conversation about the workplace revolution is just beginning. How hybrid offices, remote work, and office culture will evolve past the pandemic. ",Heres what you need to know about 5G,Crypto experts explain how to regulate the industry,Novogratz on crypto volatility: Investors now value identity,Mike Novogratz: Crypto regulators should allow space for innovation,Why return to work is putting more of a burden on managers,,,,,,,,,,,,,,,,,,,,
719159329203195555,719159329203195555,https://www.cnn.com/audio/podcasts/chasing-life,Chasing Life with Dr. Sanjay Gupta -Podcast on CNN Audio,"Dr. Sanjay Gupta is on a mission to help us approach our new normal mindfully, finding a balance between self-care and productivity, and talking to doctors and researchers about the surprising science behind how we thrive....6 PM ET: Campaigns battle for the airwaves, good news for homebuyers, voting from space more...6 PM ET Campaigns battle for the airwaves good news for homebuyers voting from space more...CNN NewsNight with Abby Phillip...The Source with Kaitlan Collins...Can Safety and Excitement Coexist in the NFL ",2,"[""Dr. Sanjay Gupta is on a mission to help us approach our new normal mindfully, finding a balance between self-care and productivity, and talking to doctors and researchers about the surprising science behind how we thrive. "", ""6 PM ET: Campaigns battle for the airwaves, good news for homebuyers, voting from space more"", ""CNN NewsNight with Abby Phillip"", ""The Source with Kaitlan Collins"", ""Can Safety and Excitement Coexist in the NFL?"", ""One of the most dangerous plays in football"", "" the kickoff"", "" is getting a makeover this year. The NFL introduced new rules aimed at reducing injuries while also making the game more exciting. Sanjay talks with Dr. Allen Sills"", "" the NFLs Chief Medical Officer"", "" about the future of football"", "" how to balance safety with excitement"", "" and what its like to be brain doctors who love a dangerous game.""]","Dr. Sanjay Gupta is on a mission to help us approach our new normal mindfully, finding a balance between self-care and productivity, and talking to doctors and researchers about the surprising science behind how we thrive.  6 PM ET: Campaigns battle for the airwaves, good news for homebuyers, voting from space more CNN NewsNight with Abby Phillip The Source with Kaitlan Collins Can Safety and Excitement Coexist in the NFL? One of the most dangerous plays in football  the kickoff  is getting a makeover this year. The NFL introduced new rules aimed at reducing injuries while also making the game more exciting. Sanjay talks with Dr. Allen Sills  the NFLs Chief Medical Officer  about the future of football  how to balance safety with excitement  and what its like to be brain doctors who love a dangerous game.","Dr. Sanjay Gupta is on a mission to help us approach our new normal mindfully, finding a balance between self-care and productivity, and talking to doctors and researchers about the surprising science behind how we thrive. ","6 PM ET: Campaigns battle for the airwaves, good news for homebuyers, voting from space more",CNN NewsNight with Abby Phillip,The Source with Kaitlan Collins,Can Safety and Excitement Coexist in the NFL?,One of the most dangerous plays in football, the kickoff, is getting a makeover this year. The NFL introduced new rules aimed at reducing injuries while also making the game more exciting. Sanjay talks with Dr. Allen Sills, the NFLs Chief Medical Officer, about the future of football, how to balance safety with excitement, and what its like to be brain doctors who love a dangerous game.,,,,,,,,,,,,,,
719159328207182341,719159328207182341,https://www.cnn.com/2024/09/19/us/video/yacht-marina-del-rey-fire-digvid,Watch yacht in Marina del Rey go up in fire CNN,"Local emergency crews rushed to put out a blazing fire on a 100-foot luxury yacht that was carrying nearly a thousand pounds of unspent ammunition in Marina del Rey, California.... Published 6:05 PM EDT, Thu September 19, 2024...Watch luxury yacht carrying ammunitions and fireworks go up in flames...Watch luxury yacht carrying ammunitions and fireworks go up in flames...Local emergency crews rushed to put out a blazing fire on a 100 foot luxury yacht that was carrying nearly a thousand pounds of unspent ammunition in Marina del Rey California ...Olympian murder highlights athlete femicide prob",2,"["" Published 6:05 PM EDT, Thu September 19, 2024"", ""Watch luxury yacht carrying ammunitions and fireworks go up in flames"", ""Local emergency crews rushed to put out a blazing fire on a 100-foot luxury yacht that was carrying nearly a thousand pounds of unspent ammunition in Marina del Rey"", "" California."", ""Olympian murder highlights athlete femicide problem in Kenya"", ""The 4 reasons why you might be a 'mosquito magnet'"", ""12-year-old first phone gets mysterious texts meant for NFL player""]"," Published 6:05 PM EDT, Thu September 19, 2024 Watch luxury yacht carrying ammunitions and fireworks go up in flames Local emergency crews rushed to put out a blazing fire on a 100-foot luxury yacht that was carrying nearly a thousand pounds of unspent ammunition in Marina del Rey  California. Olympian murder highlights athlete femicide problem in Kenya The 4 reasons why you might be a 'mosquito magnet' 12-year-old first phone gets mysterious texts meant for NFL player"," Published 6:05 PM EDT, Thu September 19, 2024",Watch luxury yacht carrying ammunitions and fireworks go up in flames,Local emergency crews rushed to put out a blazing fire on a 100-foot luxury yacht that was carrying nearly a thousand pounds of unspent ammunition in Marina del Rey, California.,Olympian murder highlights athlete femicide problem in Kenya,The 4 reasons why you might be a 'mosquito magnet',12-year-old first phone gets mysterious texts meant for NFL player,,,,,,,,,,,,,,,,,,,
719159331303230889,719159331303230889,https://us.cnn.com/?hpt=header_edition-picker,"Breaking News, Latest News and Videos CNN","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com....A new twist in a turbulent race...A new twist in a turbulent race...A scandal consuming a Trump prot g could harm the ex president in the battleground sate of North Carolina...KFILE I m a black NAZI NC GOP nominee for governor made dozens of disturbing comments on porn forum... I m a black NAZI NC GOP nominee for governor made dozens of disturbing comments on porn forum",2,"[""View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com. "", ""A new twist in a turbulent race"", ""A scandal consuming a Trump prot g could harm the ex-president in the battleground sate of North Carolina"", ""KFILE I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum"", "" I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum"", ""Harris campaign highlights Trump s past praise for Mark Robinson as CNN report roils battleground North Carolina""]","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com.  A new twist in a turbulent race A scandal consuming a Trump prot g could harm the ex-president in the battleground sate of North Carolina KFILE I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum  I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum Harris campaign highlights Trump s past praise for Mark Robinson as CNN report roils battleground North Carolina","View the latest news and breaking news today for U.S., world, weather, entertainment, politics and health at CNN.com. ",A new twist in a turbulent race,A scandal consuming a Trump prot g could harm the ex-president in the battleground sate of North Carolina,KFILE I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum, I m a black NAZI! :NC GOP nominee for governor made dozens of disturbing comments on porn forum,Harris campaign highlights Trump s past praise for Mark Robinson as CNN report roils battleground North Carolina,,,,,,,,,,,,,,,,,,,,
719159330466956296,719159330466956296,https://www.cnn.com/world/middleeast/israel,"Israel news, updates on the war with Hamas -breaking stories, video, analysis and opinion CNN","View the latest news and videos, including politics and breaking news headlines on the Israel-Hamas war....Fears of escalation grow as Israel signals readiness for war with Hezbollah...Fears of escalation grow as Israel signals readiness for war with Hezbollah...Middle East on the precipice again after Hezbollah leader vows retribution and Israel launches strikes Heres what we know...Lebanon rocked by deadly walkie talkie and pager attacks...Trump says at antisemitism event that Jewish voters would bear some blame if he loses in November",2,"[""View the latest news and videos, including politics and breaking news headlines on the Israel-Hamas war."", ""Fears of escalation grow as Israel signals readiness for war with Hezbollah"", ""Middle East on the precipice again after Hezbollah leader vows retribution and Israel launches strikes. Heres what we know"", ""Lebanon rocked by deadly walkie-talkie and pager attacks"", ""Trump says at antisemitism event that Jewish voters would bear some blame if he loses in November"", ""Father of American hostage held by Hamas says Lebanon attacks treat agony with more agony""]","View the latest news and videos, including politics and breaking news headlines on the Israel-Hamas war. Fears of escalation grow as Israel signals readiness for war with Hezbollah Middle East on the precipice again after Hezbollah leader vows retribution and Israel launches strikes. Heres what we know Lebanon rocked by deadly walkie-talkie and pager attacks Trump says at antisemitism event that Jewish voters would bear some blame if he loses in November Father of American hostage held by Hamas says Lebanon attacks treat agony with more agony","View the latest news and videos, including politics and breaking news headlines on the Israel-Hamas war.",Fears of escalation grow as Israel signals readiness for war with Hezbollah,Middle East on the precipice again after Hezbollah leader vows retribution and Israel launches strikes. Heres what we know,Lebanon rocked by deadly walkie-talkie and pager attacks,Trump says at antisemitism event that Jewish voters would bear some blame if he loses in November,Father of American hostage held by Hamas says Lebanon attacks treat agony with more agony,,,,,,,,,,,,,,,,,,,,
719159327357891136,719159327357891136,https://www.cnn.com/health/life-but-better/food,"Food: Life, But Better CNN","Food and diet tips, science and tools from Life, But Better, CNN s essential source for information that inspires and challenges us to lead better lives....Coffee could be more than a morning pick-me-up, according to new research...Coffee could be more than a morning pick me up according to new research...Cognitive decline reduced by MIND diet especially for women and Black people study finds...Toxic chemicals used in food preparation leach into human bodies study finds...High lead levels found in cinnamon and spice blends from 12 brands report finds",2,"[""Food and diet tips, science and tools from Life, But Better, CNN s essential source for information that inspires and challenges us to lead better lives. "", ""Coffee could be more than a morning pick-me-up, according to new research"", ""Cognitive decline reduced by MIND diet"", "" especially for women and Black people"", "" study finds"", ""Toxic chemicals used in food preparation leach into human bodies"", "" study finds"", ""High lead levels found in cinnamon and spice blends from 12 brands"", "" report finds"", ""Billions arent eating enough of 7 critical nutrients. Heres how to get them in your diet""]","Food and diet tips, science and tools from Life, But Better, CNN s essential source for information that inspires and challenges us to lead better lives.  Coffee could be more than a morning pick-me-up, according to new research Cognitive decline reduced by MIND diet  especially for women and Black people  study finds Toxic chemicals used in food preparation leach into human bodies  study finds High lead levels found in cinnamon and spice blends from 12 brands  report finds Billions arent eating enough of 7 critical nutrients. Heres how to get them in your diet","Food and diet tips, science and tools from Life, But Better, CNN s essential source for information that inspires and challenges us to lead better lives. ","Coffee could be more than a morning pick-me-up, according to new research",Cognitive decline reduced by MIND diet, especially for women and Black people, study finds,Toxic chemicals used in food preparation leach into human bodies, study finds,High lead levels found in cinnamon and spice blends from 12 brands, report finds,Billions arent eating enough of 7 critical nutrients. Heres how to get them in your diet,,,,,,,,,,,,,,,,
719159329471217717,719159329471217717,https://www.cnn.com/2024/09/18/health/mind-diet-cognitive-decline-wellness/index.html,"MIND diet slows cognitive decline, especially in women and Black people CNN","The MIND diet, a combination of the Mediterranean and DASH diets, slowed cognitive decline over 10 years, a new study found.... Updated 4:58 PM EDT, Wed September 18, 2024... Updated 4 58 PM EDT Wed September 18 2024...WATCH This recipe will take your party to a whole new level of deliciousness Mediterranean chef says... Following the MIND diet for 10 years produced a small but significant decrease in the risk of developing thinking concentration and memory problems a new study found ... The Mediterranean DASH Intervention for Neurodegenerative Delay diet combines elements from the traditional",2,"[""The MIND diet, a combination of the Mediterranean and DASH diets, slowed cognitive decline over 10 years, a new study found. "", "" Updated 4:58 PM EDT, Wed September 18, 2024"", ""WATCH: This recipe will take your party to a whole new level of deliciousness"", "" Mediterranean chef says"", "" Following the MIND diet for 10 years produced a small but significant decrease in the risk of developing thinking"", "" concentration and memory problems"", "" a new study found."", "" The Mediterranean-DASH Intervention for Neurodegenerative Delay diet combines elements from the traditional and the Dietary Approaches to Stop Hypertension"", "" or DASH diet"", "" which focuses on reducing blood pressure."", ""Woman with tasty pear salad on light background"", "" closeup""]","The MIND diet, a combination of the Mediterranean and DASH diets, slowed cognitive decline over 10 years, a new study found.   Updated 4:58 PM EDT, Wed September 18, 2024 WATCH: This recipe will take your party to a whole new level of deliciousness  Mediterranean chef says  Following the MIND diet for 10 years produced a small but significant decrease in the risk of developing thinking  concentration and memory problems  a new study found.  The Mediterranean-DASH Intervention for Neurodegenerative Delay diet combines elements from the traditional and the Dietary Approaches to Stop Hypertension  or DASH diet  which focuses on reducing blood pressure. Woman with tasty pear salad on light background  closeup","The MIND diet, a combination of the Mediterranean and DASH diets, slowed cognitive decline over 10 years, a new study found. "," Updated 4:58 PM EDT, Wed September 18, 2024",WATCH: This recipe will take your party to a whole new level of deliciousness, Mediterranean chef says, Following the MIND diet for 10 years produced a small but significant decrease in the risk of developing thinking, concentration and memory problems, a new study found., The Mediterranean-DASH Intervention for Neurodegenerative Delay diet combines elements from the traditional and the Dietary Approaches to Stop Hypertension, or DASH diet, which focuses on reducing blood pressure.,Woman with tasty pear salad on light background, closeup,,,,,,,,,,,,,,
719159330972622706,719159330972622706,https://www.cnn.com/business/tech/innovate,Innovate CNN Business,The ideas and technological innovations today that could change our world in the future....Using AI to translate Africas languages...Using AI to translate Africas languages...This Japanese startup is expanding with the e scooter market...Chinas Xiaomi dreams of building a car as good as Porsche and Tesla...This forecasting company is using emerging tech to mitigate risks for surfers,2,"[""The ideas and technological innovations today that could change our world in the future. "", ""Using AI to translate Africas languages"", ""This Japanese startup is expanding with the e-scooter market"", ""Chinas Xiaomi dreams of building a car as good as Porsche and Tesla"", ""This forecasting company is using emerging tech to mitigate risks for surfers"", ""AI tech designed for bakeries could help detect cancer""]",The ideas and technological innovations today that could change our world in the future.  Using AI to translate Africas languages This Japanese startup is expanding with the e-scooter market Chinas Xiaomi dreams of building a car as good as Porsche and Tesla This forecasting company is using emerging tech to mitigate risks for surfers AI tech designed for bakeries could help detect cancer,The ideas and technological innovations today that could change our world in the future. ,Using AI to translate Africas languages,This Japanese startup is expanding with the e-scooter market,Chinas Xiaomi dreams of building a car as good as Porsche and Tesla,This forecasting company is using emerging tech to mitigate risks for surfers,AI tech designed for bakeries could help detect cancer,,,,,,,,,,,,,,,,,,,,
